Scraped date,Category,Series Title,Release Year,SNO,ENO,Episode Title,links
2018-03-13,FOX Shows,Family Guy,1999,16,10,Boy (Dog) Meets Girl (Dog),{'fox': ['ece0aca0a52ec3761b73f62fab5c3c7a']}
2018-03-13,FOX Shows,Family Guy,1999,16,9,Don't Be a Dickens at Christmas,{'fox': ['c15432964d2839e54d942bbc05f66638']}
2018-03-13,FOX Shows,Family Guy,1999,16,8,Crimes and Meg's Demeanor,{'fox': ['da265ac5756700e390c3981df1ef0538']}
2018-03-13,FOX Shows,Family Guy,1999,16,7,Petey IV,{'fox': ['c15940b9156b3f254a337c3e5541200b']}
2018-03-13,FOX Shows,Family Guy,1999,16,6,The D in Apartment 23,{'fox': ['b6ffbaf8f4cad14e98a344c5a8ec9433']}
2018-03-13,FOX Shows,Family Guy,1999,16,5,Three Directors,{'fox': ['760cff32ab17fdab9e5a3d544bf46943']}
2018-03-13,FOX Shows,Family Guy,1999,16,4,Follow the Money,{'fox': ['d20cab5de8005e5461d0103c8dad2ea4']}
2018-03-13,FOX Shows,Family Guy,1999,16,3,Nanny Goats,{'fox': ['f6c83a6258573cbf32edd7d87fb0b212']}
2018-03-13,FOX Shows,Family Guy,1999,16,2,Foxx in the Men House,{'fox': ['6c197e82155dd23f87cc794200277b4c']}
2018-03-13,FOX Shows,Family Guy,1999,16,1,Emmy-Winning Episode,{'fox': ['b8468655e40724dbc32e8651260921d7']}
2018-03-13,FOX Shows,The Simpsons,1989,29,11,Frink Gets Testy,{'fox': ['11bc6423888fb413313d18989ece4058']}
2018-03-13,FOX Shows,The Simpsons,1989,29,10,Haw-Haw Land,{'fox': ['8e8bd041b2da5ad41a72347654a400f8']}
2018-03-13,FOX Shows,The Simpsons,1989,29,9,Gone Boy,{'fox': ['e54af7adebd22d151be9a81ed0ab4bda']}
2018-03-13,FOX Shows,The Simpsons,1989,29,8,Mr. Lisa's Opus,{'fox': ['24fc0bd9a4c2ea6dbe46ef131220d293']}
2018-03-13,FOX Shows,The Simpsons,1989,29,7,Singin' in the Lane,{'fox': ['f52abe6a9b92faba812ad9f784b670f6']}
2018-03-13,FOX Shows,The Simpsons,1989,29,6,The Old Blue Mayor She Ain't What She Used to Be,{'fox': ['176e2b8cd7b8669b43d3e9e8220817de']}
2018-03-13,FOX Shows,The Simpsons,1989,29,5,Grampy Can Ya Hear Me,{'fox': ['d98f2af577849ab9eabbaeff1b54460c']}
2018-03-13,FOX Shows,The Simpsons,1989,29,4,Treehouse of Horror XXVIII,{'fox': ['d5677c7f6215795b467fa1eaa28e8395']}
2018-03-13,FOX Shows,The Simpsons,1989,29,3,Whistler's Father,{'fox': ['16b4986523a171f7780d74ac9b3698e4']}
2018-03-13,FOX Shows,The Simpsons,1989,29,2,Springfield Splendor,{'fox': ['818529c3d72584486365f78ae851fa67']}
2018-03-13,FOX Shows,The Simpsons,1989,29,1,The Serfsons,{'fox': ['ff4695f9b48506f21609c16bc51bbdd8']}
2018-03-13,FOX Shows,Nat Geo WILD Kids,2017,3,13,Slime Time,{'fox': ['f14e6ba6423218a16dc30f471bdee44b']}
2018-03-13,FOX Shows,Nazi Megastructures,2013,4,7,Hitlers Railways of Death,{'fox': ['d24d599663782fc4b28543b4d024d409']}
2018-03-13,FOX Shows,Nazi Megastructures,2013,4,6,Hitlers War Trains,{'fox': ['c5ea6b8a18a975e85db31597c73a7e64']}
2018-03-13,FOX Shows,Ghosted,2017,1,9,Snatcher,{'fox': ['66378d08f9b8d03b9dd3678a98ab3033']}
2018-03-13,FOX Shows,Ghosted,2017,1,8,Haunted Hayride,{'fox': ['09149759f4cfba0f880452b0a25d04dc']}
2018-03-13,FOX Shows,Ghosted,2017,1,7,Ghost Studz,{'fox': ['968e4b5e058dfae44b6b5a5c074f770b']}
2018-03-13,FOX Shows,Ghosted,2017,1,6,Sam,{'fox': ['182bb0611cf8a62ff572a08b441244b9']}
2018-03-13,FOX Shows,Ghosted,2017,1,5,The Machine,{'fox': ['516a3655e5a4d131012e2a575c4d6eb8']}
2018-03-13,FOX Shows,Ghosted,2017,1,4,Lockdown,{'fox': ['3279f20f61adb3d33c9a9cd6fa3e0db8']}
2018-03-13,FOX Shows,Ghosted,2017,1,3,Whispers,{'fox': ['929f25864b672b650af8e577fe6f6604']}
2018-03-13,FOX Shows,Ghosted,2017,1,2,Bee-Mo,{'fox': ['5b56f4468ff397b2deaddb900c76bb7a']}
2018-03-13,FOX Shows,Ghosted,2017,1,1,Pilot,{'fox': ['c83693dcdd309952c32244b16df87ec4']}
2018-03-13,FOX Shows,Dian Fossey: Secrets in the Mist,2017,1,3,Murder on the Mountain,{'fox': ['8c41f0a68c9f8c43c2758b6da5729f2d']}
2018-03-13,FOX Shows,Dian Fossey: Secrets in the Mist,2017,1,2,Dark Side of the Mountain,{'fox': ['38b99bf05defabbe547c4ce701b7cf1a']}
2018-03-13,FOX Shows,Dian Fossey: Secrets in the Mist,2017,1,1,Gorilla Girl,{'fox': ['3ac4a20071b760b87e1975d454c01192']}
2018-03-13,FOX Shows,The Long Road Home,2017,1,7,Always Dream of Me,{'fox': ['230ec0a5e0b2dc2ff37ec602f6392e58']}
2018-03-13,FOX Shows,The Long Road Home,2017,1,6,Abandon Hope,{'fox': ['28ace338b69df7f49ffd4e0df929b2b4']}
2018-03-13,FOX Shows,The Long Road Home,2017,1,5,A City Called Heaven,{'fox': ['6c01df519cfae3982aad92603f54b511']}
2018-03-13,FOX Shows,The Long Road Home,2017,1,4,The Choice,{'fox': ['5b6778f1df3e302928b13bae107b5c8e']}
2018-03-13,FOX Shows,The Long Road Home,2017,1,3,In the Valley of Death,{'fox': ['f57d5ff9390fc6088fca4537bb38a457']}
2018-03-13,FOX Shows,The Long Road Home,2017,1,2,Into the Unknown,{'fox': ['04b922ac6678fc2634d5a28d587179aa']}
2018-03-13,FOX Shows,The Long Road Home,2017,1,1,Black Sunday,{'fox': ['b6a1dad4ef2352c7efa14be50ac13c91']}
2018-03-13,FOX Shows,To Catch a Smuggler: Colombia,2017,1,6,Trafficking Tourists,{'fox': ['6c4887e09d542551be41fe2955915f49']}
2018-03-13,FOX Shows,To Catch a Smuggler: Colombia,2017,1,5,Cocaine Suitcase,{'fox': ['c7993cb4c99f3f3aea4c311e8ff0269c']}
2018-03-13,FOX Shows,To Catch a Smuggler: Colombia,2017,1,4,Cocaine Cocktail,{'fox': ['76cace70c743ff084239ab803e01eb2a']}
2018-03-13,FOX Shows,To Catch a Smuggler: Colombia,2017,1,3,Cocaine Connection,{'fox': ['d06135eb3da390840ae1351edc28eeec']}
2018-03-13,FOX Shows,To Catch a Smuggler: Colombia,2017,1,2,Pills and Powder,{'fox': ['e79c11406e78a3b51cc101592c472b85']}
2018-03-13,FOX Shows,To Catch a Smuggler: Colombia,2017,1,1,Loaded Luggage,{'fox': ['0f4e592b00d54ad6124d57c88ffbe104']}
2018-03-13,FOX Shows,"Dr. Oakley, Yukon Vet",2014,5,11,Mush! Mush!,{'fox': ['12fa56072e3dc4003356539bdeff16be']}
2018-03-13,FOX Shows,"Dr. Oakley, Yukon Vet",2014,5,10,"Whoa, Baby!",{'fox': ['f6c954ace6ec445247b88c277fdfefa8']}
2018-03-13,FOX Shows,"Dr. Oakley, Yukon Vet",2014,5,7,Hump Day,{'fox': ['dfddd26281be612041c3500301d8c405']}
2018-03-13,FOX Shows,"Dr. Oakley, Yukon Vet",2014,5,6,License to Quill,{'fox': ['39d684bbe8c08d71252f761451421fe6']}
2018-03-13,FOX Shows,"Dr. Oakley, Yukon Vet",2014,5,5,Bovine Intervention,{'fox': ['dbe3dba001d60d5e6d428cc4ba344e1d']}
2018-03-13,FOX Shows,"Dr. Oakley, Yukon Vet",2014,5,4,Bear Trapped,{'fox': ['cb2a1369002e88ee7a18cf657ef14842']}
2018-03-13,FOX Shows,"Dr. Oakley, Yukon Vet",2014,5,3,Wild Wild Wolverine,{'fox': ['784e330672a9212da6c1950d40cf79e5']}
2018-03-13,FOX Shows,"Dr. Oakley, Yukon Vet",2014,5,2,The Boar Ultimatum,{'fox': ['7399ba3b678e07f9938106a939d4498d']}
2018-03-13,FOX Shows,"Dr. Oakley, Yukon Vet",2014,5,1,Alaska Calling,{'fox': ['d440861b4d623e73f443f3986b06a2d8']}
2018-03-13,FOX Shows,Savage Kingdom,2016,2,4,King Slayers,{'fox': ['cf82124ef8401321f5b08bed8e96f551']}
2018-03-13,FOX Shows,Savage Kingdom,2016,2,3,Reign of Traitors,{'fox': ['f67446c2c8f105abd94d1abd6af55cb0']}
2018-03-13,FOX Shows,Savage Kingdom,2016,2,2,First Blood,{'fox': ['7aa6de984cb456b57a343076f9b5843a']}
2018-03-13,FOX Shows,Savage Kingdom,2016,2,1,The Enemy Within,{'fox': ['3bcd8ab3ceac9202553fd9d2584fa01a']}
2018-03-13,FOX Shows,Savage Kingdom,2016,1,3,Big Game of Thrones,{'fox': ['302cac6c8a828b307851eff845578e04']}
2018-03-13,FOX Shows,Savage Kingdom,2016,1,2,Army of Darkness,{'fox': ['708aa0b6a1c9e8c228db03d119f3d787']}
2018-03-13,FOX Shows,Savage Kingdom,2016,1,1,Clash of Queens,{'fox': ['74cfe9e7c2d4b526f185d2151e46d630']}
2018-03-13,FOX Shows,The Exorcist,2016,2,10,Unworthy,{'fox': ['21edb5787f12dffccef30a9566dee992']}
2018-03-13,FOX Shows,The Exorcist,2016,2,9,Ritual & Repetition,{'fox': ['c0757b2111b89c9ac7712d8960947320']}
2018-03-13,FOX Shows,The Exorcist,2016,2,8,A Heaven of Hell,{'fox': ['5eb2ba61f146cf1838fce682776b17ea']}
2018-03-13,FOX Shows,The Exorcist,2016,2,7,Help Me,{'fox': ['7d59d0db2700950207db8f7d91831ae3']}
2018-03-13,FOX Shows,The Exorcist,2016,2,6,Darling Nikki,{'fox': ['a4d7643aff7782fe74eb6e0154ae70b6']}
2018-03-13,FOX Shows,The Exorcist,2016,2,5,"There But for the Grace of God, Go I",{'fox': ['da670090f80e7251a011079aef28cf7b']}
2018-03-13,FOX Shows,The Exorcist,2016,2,4,One For Sorrow,{'fox': ['55f3540aa53163889007b4fd8f04e209']}
2018-03-13,FOX Shows,The Exorcist,2016,2,3,Unclean,{'fox': ['30636931540e146735c6be51b17f15f1']}
2018-03-13,FOX Shows,The Exorcist,2016,2,2,Safe as Houses,{'fox': ['41b20e2b278ee1e00d818ca417122909']}
2018-03-13,FOX Shows,The Exorcist,2016,2,1,Janus,{'fox': ['13c3d32e5a7b9a488e7b55bddec23e33']}
2018-03-13,FOX Shows,Big Cat Week,2004,6,21,Animal Fight Night: Cat Fight,{'fox': ['1f80e5ea1922944d89c191c1361a1d7f']}
2018-03-13,FOX Shows,Big Cat Week,2004,6,20,Storm Cats,{'fox': ['5d955ce68496e266ccb6b77d8e125edf']}
2018-03-13,FOX Shows,Big Cat Week,2004,6,19,Lion Kingdom,{'fox': ['148d01eb0b58e081cbc83ddb8b0d741c']}
2018-03-13,FOX Shows,Big Cat Week,2004,6,18,Tiger Wars,{'fox': ['ac5845bc9c145978826bb3716b7f6b53']}
2018-03-13,FOX Shows,Big Cat Week,2004,6,17,Lion Army: Battle to Survive,{'fox': ['49693163bef3c1bc44ba0442fddf4475']}
2018-03-13,FOX Shows,Big Cat Week,2004,6,16,The World's Most Famous Tiger,{'fox': ['2ba572ad4d7409b3c066d56d335d56af']}
2018-03-13,FOX Shows,Big Cat Week,2004,6,15,Tiger's Revenge,{'fox': ['57d5c20cfbe9e1d9dd8ab62cbd813b80']}
2018-03-13,FOX Shows,Big Cat Week,2004,6,14,Cougars Undercover,{'fox': ['f410e07adba72ae91745f91abafb0920']}
2018-03-13,FOX Shows,Big Cat Week,2004,6,13,Man Among Cheetahs,{'fox': ['e85da3b61a8132d4d4df188a21546a29']}
2018-03-13,FOX Shows,Big Cat Week,2004,6,12,Cat Wars: Lion vs. Cheetah,{'fox': ['227ca07a9af04e76b7088963655da6c0']}
2018-03-13,FOX Shows,Big Cat Week,2004,6,11,Swamp Lions,{'fox': ['3bd82bee2f5b1e659f1f03100b2253aa']}
2018-03-13,FOX Shows,Big Cat Week,2004,6,10,Jaguar vs. Croc,{'fox': ['6c7d57057357bd04e6afaba685fdd2dc']}
2018-03-13,FOX Shows,Big Cat Week,2004,6,9,Man v. Lion,{'fox': ['006333c089a662a0583c2a31562b30c1']}
2018-03-13,FOX Shows,Big Cat Week,2004,6,8,Fight For Life: Lion Pride Takeover,{'fox': ['452a0de641cc24e2a37f186ebc545cd2']}
2018-03-13,FOX Shows,Big Cat Week,2004,6,7,The Lakeshore Killers,{'fox': ['c12f2adb3181b78a0944eb5a6d7839eb']}
2018-03-13,FOX Shows,Big Cat Week,2004,6,6,Superpride,{'fox': ['37677e3564795120255a0952b3a1cc52']}
2018-03-13,FOX Shows,Big Cat Week,2004,6,5,Lion Battle Zone,{'fox': ['a3da7ed7c3ee01b6548cc9a6e9f4910f']}
2018-03-13,FOX Shows,Big Cat Week,2004,6,4,Killer Queen,{'fox': ['4fd221715ce83b29db6cce8d6532497a']}
2018-03-13,FOX Shows,Big Cat Week,2004,6,2,Game of Lions,{'fox': ['08d23f3dd794823caeeeb7a7eb443483']}
2018-03-13,FOX Shows,Big Cat Week,2004,6,1,Future Cat,{'fox': ['413eadd70cf97b0da5a69f45716e1dae']}
2018-03-13,FOX Shows,Taraji's White Hot Holidays,2016,3,1,Taraji's White Hot Holidays,{'fox': ['61603d81ebe9e2b08ee7fc8a491d2b41']}
2018-03-13,FOX Shows,Star,2016,2,9,Climax,{'fox': ['a54b5b11d5415d72057480562369ee5e']}
2018-03-13,FOX Shows,Star,2016,2,8,A House Divided,{'fox': ['5a9e2416529b72b254c994b9b3602bf8']}
2018-03-13,FOX Shows,Star,2016,2,7,Ghetto Symphony,{'fox': ['67d5838fcdc46f85c6c83062154f84e4']}
2018-03-13,FOX Shows,Star,2016,2,6,Faking It,{'fox': ['c0339c4bafc2ce7c5e37c9dec9b90ddd']}
2018-03-13,FOX Shows,Star,2016,2,5,May The Best Manager Win,{'fox': ['22b9a537eaf52b333a4930e06498083c']}
2018-03-13,FOX Shows,Star,2016,2,4,It Ain't Over,{'fox': ['5ee7259040fabe8bb37f2b4ba6a97ffb']}
2018-03-13,FOX Shows,Star,2016,2,3,FUA...Good Night,{'fox': ['1597c223c8704d726ee339d2f6920de6']}
2018-03-13,FOX Shows,Star,2016,2,2,Insecure,{'fox': ['8680a63ea1586b96138ebfd04431da3a']}
2018-03-13,FOX Shows,Star,2016,2,1,The Winner Takes It All,{'fox': ['9894d5c3bd31dac0275e7074513434e7']}
2018-03-13,FOX Shows,Empire,2015,4,9,Slave to Memory,{'fox': ['7340903aecad8b923d82dcca6904344d']}
2018-03-13,FOX Shows,Empire,2015,4,8,Cupid Painted Blind,{'fox': ['82b7dd7566390a6ed2e1adaff46d50ac']}
2018-03-13,FOX Shows,Empire,2015,4,7,The Lady Doth Protest,{'fox': ['0bfbcccdae7990328cadafdd7c5f483e']}
2018-03-13,FOX Shows,Empire,2015,4,6,Fortune Be Not Crost,{'fox': ['beb5741b57062f6baaa7e84446170866']}
2018-03-13,FOX Shows,Empire,2015,4,5,The Fool,{'fox': ['84d6f1630335f2935d6ef80c2d322fc7']}
2018-03-13,FOX Shows,Empire,2015,4,4,Bleeding War,{'fox': ['c4d697311b54ac88c6fe65a4bad59cc7']}
2018-03-13,FOX Shows,Empire,2015,4,3,Evil Manners,{'fox': ['78f39f272567be0757306d82086793fd']}
2018-03-13,FOX Shows,Empire,2015,4,2,Full Circle,{'fox': ['a8089edbd772f80e2d11133e3b32f793']}
2018-03-13,FOX Shows,Empire,2015,4,1,Noble Memory,{'fox': ['da8c7cc66c647523afec1bf3a5d91ff7']}
2018-03-13,FOX Shows,Brooklyn Nine-Nine,2013,5,11,The Favor,{'fox': ['1b0a15cc379de3585ebc3d2aaf6c58d2']}
2018-03-13,FOX Shows,Brooklyn Nine-Nine,2013,5,10,Game Night,{'fox': ['8e11ac9b540633427cd071e9b66a43f9']}
2018-03-13,FOX Shows,Brooklyn Nine-Nine,2013,5,9,99,{'fox': ['82c954346c9d40954a3bde52513524af']}
2018-03-13,FOX Shows,Brooklyn Nine-Nine,2013,5,8,Return to Skyfire,{'fox': ['4fa285462351c6488cf7c3c7c92ccaba']}
2018-03-13,FOX Shows,Brooklyn Nine-Nine,2013,5,7,Two Turkeys,{'fox': ['4f7cc1ff7a58a12ad6a0a92ab7058997']}
2018-03-13,FOX Shows,Brooklyn Nine-Nine,2013,5,6,The Venue,{'fox': ['995f9e34e0247e612d5ec6641a2dae6d']}
2018-03-13,FOX Shows,Brooklyn Nine-Nine,2013,5,5,Bad Beat,{'fox': ['974c5d17b1af2ac3b88be101abe1231d']}
2018-03-13,FOX Shows,Brooklyn Nine-Nine,2013,5,4,HalloVeen,{'fox': ['feb5b85611fc41d4e5a17bb629cb9ad0']}
2018-03-13,FOX Shows,Brooklyn Nine-Nine,2013,5,3,Kicks,{'fox': ['0780f5ce3b82356e5a6e3b55d3ac5d03']}
2018-03-13,FOX Shows,Brooklyn Nine-Nine,2013,5,2,The Big House Pt.2,{'fox': ['d72fc0860368508a7477893721168f95']}
2018-03-13,FOX Shows,Brooklyn Nine-Nine,2013,5,1,The Big House Pt.1,{'fox': ['5f5afb41c689b2fa7dc189e08c56e912']}
2018-03-13,FOX Shows,Africa's Deadliest,2011,4,3,Steal or Die,{'fox': ['f8a01a2b78e37348e069a2bfe7968198']}
2018-03-13,FOX Shows,Africa's Deadliest,2011,4,2,Mob Rule,{'fox': ['3af9ad5d34c452bda3a470433f0f7bc3']}
2018-03-13,FOX Shows,Africa's Deadliest,2011,4,1,Arm's Race,{'fox': ['0d607c77505c2a5dc77b4a360da8ac1d']}
2018-03-13,FOX Shows,The Orville,2017,1,12,Mad Idolatry,{'fox': ['ba3d45e428bab5118060845733b58eb0']}
2018-03-13,FOX Shows,The Orville,2017,1,11,New Dimensions,{'fox': ['05da590ce5965a69105d7aa2ffa744b8']}
2018-03-13,FOX Shows,The Orville,2017,1,10,Firestorm,{'fox': ['b4611ffad960e48ded38b441d4313d42']}
2018-03-13,FOX Shows,The Orville,2017,1,9,Cupid's Dagger,{'fox': ['da3c0e7a9b373f3b227219eb3e012fb6']}
2018-03-13,FOX Shows,The Orville,2017,1,8,Into the Fold,{'fox': ['fd6969c13c5e0ccaa7fe7c84fc10c780']}
2018-03-13,FOX Shows,The Orville,2017,1,7,Majority Rule,{'fox': ['4e9ac96523b454de771f95a4f775facb']}
2018-03-13,FOX Shows,The Orville,2017,1,6,Krill,{'fox': ['68822e236dc85f8578b4354894a471bd']}
2018-03-13,FOX Shows,The Orville,2017,1,5,Pria,{'fox': ['b1262def6a0492144780d019aa2e2fc7']}
2018-03-13,FOX Shows,The Orville,2017,1,4,If the Stars Should Appear,{'fox': ['37b7c7ad4524caaa6218df213fe3119d']}
2018-03-13,FOX Shows,The Orville,2017,1,3,About A Girl,{'fox': ['29d74dbb917428849638257bc060ff0b']}
2018-03-13,FOX Shows,The Orville,2017,1,2,Command Performance,{'fox': ['c4bf30724ea17eb21ee344d68696d8ee']}
2018-03-13,FOX Shows,The Orville,2017,1,1,Old Wounds,{'fox': ['2ae78a0e3d34f92628300a8ad460b3ec']}
2018-03-13,FOX Shows,The Story of Us with Morgan Freeman,2017,1,6,The Rebel Spirit,{'fox': ['1f7a031c2c966e0a1648eaf5b129d02c']}
2018-03-13,FOX Shows,The Story of Us with Morgan Freeman,2017,1,5,The Power of Us,{'fox': ['66dfab1970301a63cdcb5ffadb48f743']}
2018-03-13,FOX Shows,The Story of Us with Morgan Freeman,2017,1,4,Us and Them,{'fox': ['e6d2cc2f888b4ed57b817a1521143d57']}
2018-03-13,FOX Shows,The Story of Us with Morgan Freeman,2017,1,3,The Power of Love,{'fox': ['9c0fc547719487dfee82d701d5cd2712']}
2018-03-13,FOX Shows,The Story of Us with Morgan Freeman,2017,1,2,The Fight for Peace,{'fox': ['e91d9a2c81560a6ce56a53d355ca63fd']}
2018-03-13,FOX Shows,The Story of Us with Morgan Freeman,2017,1,1,The March of Freedom,{'fox': ['74f1cb2a934b8524a9f9d9b27d5b9a6f']}
2018-03-13,FOX Shows,Animal ER,2016,2,8,On Pins and Needles,{'fox': ['9bacc061d0f994927f371fb3e4706f08']}
2018-03-13,FOX Shows,Animal ER,2016,2,7,Something Fishy,{'fox': ['261bc152ee4265f3ab410849b7b2b023']}
2018-03-13,FOX Shows,Animal ER,2016,2,6,Down the Rabbit Hole,{'fox': ['a4aaa33659817dfe33295652fe440c94']}
2018-03-13,FOX Shows,Animal ER,2016,2,5,Blindsided,{'fox': ['78f67a905e0f760c051270f5f8fafd93']}
2018-03-13,FOX Shows,Animal ER,2016,2,4,Miracle Max,{'fox': ['7d081455511426b477d3357b261ecee2']}
2018-03-13,FOX Shows,Animal ER,2016,2,3,Unusual Suspects,{'fox': ['6919617c83ca38a1df22ced04e6f37f6']}
2018-03-13,FOX Shows,Animal ER,2016,2,2,The Elephant in the Room,{'fox': ['63c0659b5ced6366ff7206994ac75f76']}
2018-03-13,FOX Shows,Animal ER,2016,2,1,Fire Drill,{'fox': ['0244e16708ada3f24cccc61e4326a8b4']}
2018-03-13,FOX Shows,Mom,2013,3,16,Cornflakes and the Hair of Three Men,{'fox': ['59f671da37257713cac553f407298a25']}
2018-03-13,FOX Shows,Mom,2013,3,15,Nazi Zombies and a Two-Hundred-Pound Baby,{'fox': ['1d73c3043ce377337d60e0373a833966']}
2018-03-13,FOX Shows,Mom,2013,3,14,"Death, Death, Death and a Bucket of Chicken",{'fox': ['d10498b3ddab114536a1922c67396d04']}
2018-03-13,FOX Shows,Mom,2013,3,13,Sticky Hands and a Walk on the Wild Side,{'fox': ['868621d8dd1a34dda1f322ec9a75b6d0']}
2018-03-13,FOX Shows,Mom,2013,3,12,Diabetic Lesbians and a Blushing Bride,{'fox': ['0e790dffc609c8f79f2eef84a51259b8']}
2018-03-13,FOX Shows,Mom,2013,3,11,Cinderella and a Drunk MacGyver,{'fox': ['ca41fc2ee636599b331f276cef6d946e']}
2018-03-13,FOX Shows,Mom,2013,3,10,Quaaludes and Crackerjack,{'fox': ['e7e55886b1d868c2a8ef6afda92409e1']}
2018-03-13,FOX Shows,Mom,2013,3,9,My Little Pony and a Demerol Drip,{'fox': ['7e6dc22920516c06c1f24693e651120c']}
2018-03-13,FOX Shows,Mom,2013,3,8,Snickerdoodle and a Nip Slip,{'fox': ['2fdd63bfab949cbb7f6d59ad3b92d397']}
2018-03-13,FOX Shows,Mom,2013,3,7,Kreplach and a Tiny Tush,{'fox': ['8ac5edd6e55c79fa4dd44864ef8cb880']}
2018-03-13,FOX Shows,Snake City,2014,4,10,Venomous Encounters,{'fox': ['b5a0953520bbc0374083d55ac22839d6']}
2018-03-13,FOX Shows,Snake City,2014,4,9,Mamba Hotline,{'fox': ['3cf04a4bec3280e02b58940fb80f4350']}
2018-03-13,FOX Shows,Snake City,2014,4,8,Office Nightmare,{'fox': ['e97ed4314cf64bcd0ec45e37a9269c78']}
2018-03-13,FOX Shows,Snake City,2014,4,7,Say Your Prayers,{'fox': ['ad02cacc45bb88b532576c3b7ea447c6']}
2018-03-13,FOX Shows,Snake City,2014,4,6,Slithering Heights,{'fox': ['7738140e41fae35817e655eefd220886']}
2018-03-13,FOX Shows,Snake City,2014,4,5,Twice Bitten,{'fox': ['07da50f4dfe5f7213f1fb174bbcf560a']}
2018-03-13,FOX Shows,Snake City,2014,4,4,Monster Under the Bed,{'fox': ['a1d797f0866abb90a9e480eba7f93a71']}
2018-03-13,FOX Shows,Snake City,2014,4,3,Trailer Park Terror,{'fox': ['f782adf8ccbdb6564279e7c29d1e727e']}
2018-03-13,FOX Shows,Snake City,2014,4,2,Psycho Mamba,{'fox': ['56485657cb963c33dc4a38d81da2dd49']}
2018-03-13,FOX Shows,Snake City,2014,4,1,The Wedding Crasher,{'fox': ['93a0b913020aacd759310aa4783b6e0d']}
2018-03-13,FOX Shows,MasterChef,2010,8,21,"The Finale, Pt. 2",{'fox': ['1d7dc4a8a16d07f695060b1a34e060b8']}
2018-03-13,FOX Shows,MasterChef,2010,8,20,"The Finale, Pt. 1",{'fox': ['05f196d2acc9114532562236da643d1a']}
2018-03-13,FOX Shows,MasterChef,2010,8,19,The Semi-Finals,{'fox': ['ecf2b7a2616568ee182b5187a743cd4d']}
2018-03-13,FOX Shows,MasterChef,2010,8,18,Something Fishy,{'fox': ['d5fc9ad4b42dcc9aa095372dc6363484']}
2018-03-13,FOX Shows,MasterChef,2010,8,17,Pop-Up Restaurant,{'fox': ['7a82f1f9162d0538169798cb03d7f41a']}
2018-03-13,FOX Shows,MasterChef,2010,8,16,Chopsticks & Pasta,{'fox': ['eadc0bb5c0a2fed0f13a548940e67948']}
2018-03-13,FOX Shows,MasterChef,2010,8,15,The Great Outdoors,{'fox': ['4780557fee728076f5bcc9cc7bcf16ff']}
2018-03-13,FOX Shows,MasterChef,2010,8,14,A Mexican Tag Team Challenge,{'fox': ['db5964bba04b244870250b43e56dad64']}
2018-03-13,FOX Shows,MasterChef,2010,8,13,Gordons Game Of Chicken,{'fox': ['d03023b9df2a45a5e7cab87d2baf69ea']}
2018-03-13,FOX Shows,MasterChef,2010,8,12,In A Pinch,{'fox': ['74ec0802a93431fe242daba6bcbfa79f']}
2018-03-13,FOX Shows,MasterChef,2010,8,11,Vegas Deluxe & Oyster Shucks,{'fox': ['1f7f5b6c5eacfccf04a37e19459fe36f']}
2018-03-13,FOX Shows,MasterChef,2010,8,10,The MASTERCHEF Returns,{'fox': ['a0828f006fe28c3b75cb2bf248ea22ba']}
2018-03-13,FOX Shows,MasterChef,2010,8,9,Holy Cannoli,{'fox': ['77338c6414e666a3ad72ff1364b31c7d']}
2018-03-13,FOX Shows,MasterChef,2010,8,8,Whole-y Cow!,{'fox': ['315f663ec7c08859f18dda41b3cb8b33']}
2018-03-13,FOX Shows,MasterChef,2010,8,7,"Breakfast, Lunch & Winner",{'fox': ['76d318b2a8e178e79d93c109cb657999']}
2018-03-13,FOX Shows,MasterChef,2010,8,6,Silenced By The Lambs,{'fox': ['db216727ed32e61f1e05887b7e4a912c']}
2018-03-13,FOX Shows,MasterChef,2010,8,5,Shell-Shocked & Scrambled,{'fox': ['98015f174aee9c05aeb1652345081e43']}
2018-03-13,FOX Shows,MasterChef,2010,8,4,Feeding the Lifeguards,{'fox': ['f65db8769a0bdbd74dce1259923d43a0']}
2018-03-13,FOX Shows,MasterChef,2010,8,3,America's Grocery Bag,{'fox': ['c69e03e0310b89849d164363c7f5a83e']}
2018-03-13,FOX Shows,MasterChef,2010,8,2,"Battle for a White Apron, Pt. 2",{'fox': ['d676e76599f7d37d409bc465f9774ee8']}
2018-03-13,FOX Shows,MasterChef,2010,8,1,"Battle for a White Apron, Pt. 1",{'fox': ['53e2fdbd8f5337f6accb67f0bade3b80']}
2018-03-13,FOX Shows,Breaking2,2017,1,1,Breaking2,{'fox': ['0d4db4da1c9f70fc32071b6d3743e4ed']}
2018-03-13,FOX Shows,Love Connection,2017,1,15,Secret Billionaire,{'fox': ['af1af3954b446df6dcc21fd53646b4db']}
2018-03-13,FOX Shows,Love Connection,2017,1,14,Bridge to Nowhere,{'fox': ['bbd7de15bc9ef45badaf070b8b31cf5b']}
2018-03-13,FOX Shows,Love Connection,2017,1,13,The Friend Zone,{'fox': ['0731f083ab6a215245d5b2b07d162ad3']}
2018-03-13,FOX Shows,Love Connection,2017,1,12,Every Ros Has Its Thor,{'fox': ['6fd802ebfb921f9cd01637a7825b0548']}
2018-03-13,FOX Shows,Love Connection,2017,1,11,Talk Nerdy to Me,{'fox': ['479a5aae881d87507049a7cc8c261dc1']}
