Scraped date,Category,Series Title,Release Year,SNO,ENO,Episode Title,links
2018-03-13,FOX Shows,The X-Files,1993,8,15,Deadalive,{'fox': ['c386745503b2164dc5107e45906d7707']}
2018-03-13,FOX Shows,The X-Files,1993,8,14,This Is Not Happening,{'fox': ['ffc20eb3ef42b1aae29ba058e0c372ed']}
2018-03-13,FOX Shows,The X-Files,1993,8,13,Per Manum,{'fox': ['512451d892f3450b91be2fdd44f7338a']}
2018-03-13,FOX Shows,The X-Files,1993,8,12,Medusa,{'fox': ['7f0a5f73028c9f0e3de8853b8ac9a27e']}
2018-03-13,FOX Shows,The X-Files,1993,8,11,The Gift,{'fox': ['3c0bad69545d7f633ce8f4d58f178b19']}
2018-03-13,FOX Shows,The X-Files,1993,8,10,Badlaa,{'fox': ['1efd34025122d30105ce8255b8ebf9d2']}
2018-03-13,FOX Shows,The X-Files,1993,8,9,Salvage,{'fox': ['1420f476ee2faf8932a21d95e50b7cbe']}
2018-03-13,FOX Shows,The X-Files,1993,8,8,Surekill,{'fox': ['7de8b0b861bfd9f1283d186bfce4d46d']}
2018-03-13,FOX Shows,The X-Files,1993,8,7,Via Negativa,{'fox': ['1616fc3c997d59ffc698be74a473a3a2']}
2018-03-13,FOX Shows,The X-Files,1993,8,6,Redrum,{'fox': ['69f216c92ebac63918f0257d2156a92a']}
2018-03-13,FOX Shows,The X-Files,1993,8,5,Invocation,{'fox': ['adf9f740e726442e5e0dc5778a4b2c63']}
2018-03-13,FOX Shows,The X-Files,1993,8,4,Roadrunners,{'fox': ['cbfc3cddabfb36e49e550dcedd2b6283']}
2018-03-13,FOX Shows,The X-Files,1993,8,3,Patience,{'fox': ['3787d6080bdf9db8cbcfd4dd2ccb1277']}
2018-03-13,FOX Shows,The X-Files,1993,8,2,Without,{'fox': ['ffcf2121f0c6b80a158ac6720326b02c']}
2018-03-13,FOX Shows,The X-Files,1993,8,1,Within,{'fox': ['3a1589175b3012137cbd35d4f3df9bae']}
2018-03-13,FOX Shows,The X-Files,1993,7,22,Requiem,{'fox': ['5827e096d795ca34116c28a4cf9926ed']}
2018-03-13,FOX Shows,The X-Files,1993,7,21,Je Souhaite,{'fox': ['3a3717dabdbc0ccd3fec2d459df954ba']}
2018-03-13,FOX Shows,The X-Files,1993,7,20,Fight Club,{'fox': ['778826b26209bd57498f321d3861b6a0']}
2018-03-13,FOX Shows,The X-Files,1993,7,19,Hollywood A.D.,{'fox': ['5432dbeff88e92674a01c8deceadb1ca']}
2018-03-13,FOX Shows,The X-Files,1993,7,18,Brand X,{'fox': ['735315cd6d229bf1fe8964c2f698b35a']}
2018-03-13,FOX Shows,The X-Files,1993,7,17,All Things,{'fox': ['0fe8c58e750a62df60bb2e176e03a6f9']}
2018-03-13,FOX Shows,The X-Files,1993,7,16,Chimera,{'fox': ['9b2eb41651850a368b47eb93dc2a4caf']}
2018-03-13,FOX Shows,The X-Files,1993,7,15,En Ami,{'fox': ['27211816172968a32e863d14d9b94133']}
2018-03-13,FOX Shows,The X-Files,1993,7,14,Theef,{'fox': ['f5d261d2906448bebc5996ad2707ad94']}
2018-03-13,FOX Shows,The X-Files,1993,7,13,First Person Shooter,{'fox': ['ffea586cc5cd2db7fb686a621821f412']}
2018-03-13,FOX Shows,The X-Files,1993,7,12,X-Cops,{'fox': ['b6400f14ffc0cdb86e5a0d978ed9e1de']}
2018-03-13,FOX Shows,The X-Files,1993,7,11,Closure,{'fox': ['fec4f19619d1d8197c258141b7cb114a']}
2018-03-13,FOX Shows,The X-Files,1993,7,10,Sein Und Zeit,{'fox': ['ebaf28329b0a90dfe5deecc57b247744']}
2018-03-13,FOX Shows,The X-Files,1993,7,9,Signs and Wonders,{'fox': ['9e791d3399a7ed549ae2d3fb1a392016']}
2018-03-13,FOX Shows,The X-Files,1993,7,8,The Amazing Maleeni,{'fox': ['b18eb12f43bd6facc839f8ebb6a1c202']}
2018-03-13,FOX Shows,The X-Files,1993,7,7,Orison,{'fox': ['3be04345f8f45ca6837935a0a5e5b375']}
2018-03-13,FOX Shows,The X-Files,1993,7,6,The Goldberg Variation,{'fox': ['ebcc4a5f0ec1d35b6743c2a13a3c527b']}
2018-03-13,FOX Shows,The X-Files,1993,7,5,Rush,{'fox': ['a77252ba81c036b4a2f4a7afeb555071']}
2018-03-13,FOX Shows,The X-Files,1993,7,4,Millennium,{'fox': ['248389b5036231c2b5cdff74a9e019df']}
2018-03-13,FOX Shows,The X-Files,1993,7,3,Hungry,{'fox': ['9a3b3b76cd2d07cc79fcf9cc9c7548fd']}
2018-03-13,FOX Shows,The X-Files,1993,7,2,"The Sixth Extinction, Part 2",{'fox': ['972230af28811b33c0845b03915c9a26']}
2018-03-13,FOX Shows,The X-Files,1993,7,1,"The Sixth Extinction, Part 1",{'fox': ['392cad669dc42c4a77a14834ccbc7e84']}
2018-03-13,FOX Shows,The X-Files,1993,6,22,Biogenesis,{'fox': ['cd293b65563c5da9bbe72964fc1a6974']}
2018-03-13,FOX Shows,The X-Files,1993,6,21,Field Trip,{'fox': ['b8776530eb729f7f5b26e1d2993e5ce5']}
2018-03-13,FOX Shows,The X-Files,1993,6,20,Three of a Kind,{'fox': ['0ace2fcb6ce499af1f43f925f89aa0a2']}
2018-03-13,FOX Shows,The X-Files,1993,6,19,The Unnatural,{'fox': ['ec4981c8901479625f907cbdf6f26752']}
2018-03-13,FOX Shows,The X-Files,1993,6,18,Milagro,{'fox': ['ac21fb1bb5676d3fa96dd24f7bdcecd3']}
2018-03-13,FOX Shows,The X-Files,1993,6,17,Trevor,{'fox': ['8e8e47f6f573a369ef9f52ce633e382d']}
2018-03-13,FOX Shows,The X-Files,1993,6,16,Alpha,{'fox': ['555bf7efcb2fbfbe8064dd0eb8a38006']}
2018-03-13,FOX Shows,The X-Files,1993,6,15,Arcadia,{'fox': ['9c157f9d9af7c4bfbd669f47662cb4ee']}
2018-03-13,FOX Shows,The X-Files,1993,6,14,Monday,{'fox': ['03962b00630e46cdb5bf1ef7127edf68']}
2018-03-13,FOX Shows,The X-Files,1993,6,13,Agua Mala,{'fox': ['7d30cf11d95bdac8666234270556d01d']}
2018-03-13,FOX Shows,The X-Files,1993,6,12,One Son,{'fox': ['028eb35a9844df1684dddc0b5d9b53d1']}
2018-03-13,FOX Shows,The X-Files,1993,6,11,Two Fathers,{'fox': ['a55aed792924c4b0f4f82fa058419315']}
2018-03-13,FOX Shows,The X-Files,1993,6,10,Tithonus,{'fox': ['036c7a35cddb6e81928115f6e46914f5']}
2018-03-13,FOX Shows,The X-Files,1993,6,9,S.R. 819,{'fox': ['be9597df3c1a5245da8a68ec919410bd']}
2018-03-13,FOX Shows,The X-Files,1993,6,8,The Rain King,{'fox': ['c0f57b773c1af797cb13d8fda926a51e']}
2018-03-13,FOX Shows,The X-Files,1993,6,7,Terms of Endearment,{'fox': ['093438defb3a5f2d4e05af96a331c510']}
2018-03-13,FOX Shows,The X-Files,1993,6,6,How the Ghosts Stole Christmas,{'fox': ['5108c7591e77061614ec7f784bb123e3']}
2018-03-13,FOX Shows,The X-Files,1993,6,5,"Dreamland, Part 2",{'fox': ['2741e881ba4dfefd004f7fa1378255ba']}
2018-03-13,FOX Shows,The X-Files,1993,6,4,"Dreamland, Part 1",{'fox': ['cc4c93818115e0c0475ff7603cb2bb24']}
2018-03-13,FOX Shows,The X-Files,1993,6,3,Triangle,{'fox': ['1c71e7cbe149385ff56d2d0cea3da30c']}
2018-03-13,FOX Shows,The X-Files,1993,6,2,Drive,{'fox': ['004477074a47d824e69647ce2b86ceef']}
2018-03-13,FOX Shows,The X-Files,1993,6,1,The Beginning,{'fox': ['47aa6e795d1ddd8a024267db87c76978']}
2018-03-13,FOX Shows,The X-Files,1993,5,20,The End,{'fox': ['fda8b51056eaf4055ac02a46ec68707e']}
2018-03-13,FOX Shows,The X-Files,1993,5,19,Folie  Deux,{'fox': ['f7e84e1ef49281410f7b12b117077f63']}
2018-03-13,FOX Shows,The X-Files,1993,5,18,The Pine Bluff Variant,{'fox': ['dd378a2a819ab29c09f2c388fdd9ea8c']}
2018-03-13,FOX Shows,The X-Files,1993,5,17,All Souls,{'fox': ['8755944d6b5b2b5ee5b8bc43173df1ef']}
2018-03-13,FOX Shows,The X-Files,1993,5,16,Mind's Eye,{'fox': ['f0773ddb181530c4fa003ccb9c91277c']}
2018-03-13,FOX Shows,The X-Files,1993,5,15,Travelers,{'fox': ['5f2d0085393dda10eb3957dd9efffec3']}
2018-03-13,FOX Shows,The X-Files,1993,5,14,The Red and the Black,{'fox': ['c9065ac1691e1b87e905b252573f2ebc']}
2018-03-13,FOX Shows,The X-Files,1993,5,13,Patient X,{'fox': ['becb570fd431a053dfa0f4e10d2d53cc']}
2018-03-13,FOX Shows,The X-Files,1993,5,12,Bad Blood,{'fox': ['6cc0f91190e7fe16903f1b37bdb7f573']}
2018-03-13,FOX Shows,The X-Files,1993,5,11,Kill Switch,{'fox': ['de46df32d61532aaae5c66d95dbc2941']}
2018-03-13,FOX Shows,The X-Files,1993,5,10,Chinga,{'fox': ['8cf8c8369255cea574d76e08d4322961']}
2018-03-13,FOX Shows,The X-Files,1993,5,9,Schizogeny,{'fox': ['0ba6a70f66da92ecee765edc9b7f5857']}
2018-03-13,FOX Shows,The X-Files,1993,5,8,Kitsunegari,{'fox': ['abd0427112eac9c5a4ca9d49df188f2f']}
2018-03-13,FOX Shows,The X-Files,1993,5,7,Emily,{'fox': ['a09b82e060c0e9c8aa6dcf72ea85aa8f']}
2018-03-13,FOX Shows,The X-Files,1993,5,6,Christmas Carol,{'fox': ['25e45955d68c348661d5a896c6b892c0']}
2018-03-13,FOX Shows,The X-Files,1993,5,5,The Post-Modern Prometheus,{'fox': ['32ca3b9f038795dabb5e34535b7b7133']}
2018-03-13,FOX Shows,The X-Files,1993,5,4,Detour,{'fox': ['511848a05802bcb020e3295473f7639c']}
2018-03-13,FOX Shows,The X-Files,1993,5,3,Unusual Suspects,{'fox': ['a1ddd4c67999eca1d1d4dfb93ed1b68e']}
2018-03-13,FOX Shows,The X-Files,1993,5,2,"Redux, Part 2",{'fox': ['43923b1928bd9aa509315e00325320d1']}
2018-03-13,FOX Shows,The X-Files,1993,5,1,Redux,{'fox': ['a5d9475c87ba7f09164e5d8818b6f2fa']}
2018-03-13,FOX Shows,The X-Files,1993,4,24,Gethsemane,{'fox': ['30884b981fcec48bbb89020d9a54f2bd']}
2018-03-13,FOX Shows,The X-Files,1993,4,23,Demons,{'fox': ['16b8239fdc3c1ff6fbfa0958f08497a0']}
2018-03-13,FOX Shows,The X-Files,1993,4,22,Elegy,{'fox': ['c6950732b41a81fe10dc8f74ead0ceb2']}
2018-03-13,FOX Shows,The X-Files,1993,4,21,Zero Sum,{'fox': ['91db7f73b34e3d39f98b2b0b6244f57f']}
2018-03-13,FOX Shows,The X-Files,1993,4,20,Small Potatoes,{'fox': ['ed03c3af0a4c485c5fa26f4ee31d6948']}
2018-03-13,FOX Shows,The X-Files,1993,4,19,Synchrony,{'fox': ['05f58f953a7ac5b5b71cd09465eb473c']}
2018-03-13,FOX Shows,The X-Files,1993,4,18,Max,{'fox': ['279d631c084b64d01353d7bb71b1547a']}
2018-03-13,FOX Shows,The X-Files,1993,4,17,Tempus Fugit,{'fox': ['4db2c612988aa358c447f17ea67de1f5']}
2018-03-13,FOX Shows,The X-Files,1993,4,16,Unrequited,{'fox': ['5307cc8e02a4c61db882184d5a687612']}
2018-03-13,FOX Shows,The X-Files,1993,4,15,Kaddish,{'fox': ['e9bea35f0d9d403e5bbd66e9aefa303c']}
2018-03-13,FOX Shows,The X-Files,1993,4,14,Memento Mori,{'fox': ['8a12a796809896594a1846c099855e98']}
2018-03-13,FOX Shows,The X-Files,1993,4,13,Never Again,{'fox': ['9cc08c4339ee9537406520aa35a9d9cd']}
2018-03-13,FOX Shows,The X-Files,1993,4,12,Leonard Betts,{'fox': ['79002f86d99046b06835290ecde36851']}
2018-03-13,FOX Shows,The X-Files,1993,4,11,El Mundo Gira,{'fox': ['2f4bfde20b18a604feae11893494d9a0']}
2018-03-13,FOX Shows,The X-Files,1993,4,10,Paper Hearts,{'fox': ['50b464af50ce04fbdaf0a76621145e81']}
2018-03-13,FOX Shows,The X-Files,1993,4,9,Terma,{'fox': ['d8a0073a6d92d4dab1a5c694a31a9fc9']}
2018-03-13,FOX Shows,The X-Files,1993,4,8,Tunguska,{'fox': ['d67adadad77ff68902628ba28df55d31']}
2018-03-13,FOX Shows,The X-Files,1993,4,7,Musings of a Cigarette Smoking Man,{'fox': ['a4d00211cf62310b4da86965e2e5b330']}
2018-03-13,FOX Shows,The X-Files,1993,4,6,Sanguinarium,{'fox': ['726cffc100b81f8dbf039700d1ae2948']}
2018-03-13,FOX Shows,The X-Files,1993,4,5,The Field Where I Died,{'fox': ['dbaa5637bcb2f787f37c48c80bbe2105']}
2018-03-13,FOX Shows,The X-Files,1993,4,4,Unruhe,{'fox': ['29bb1a9aafbe738f8ef72c748aca4e0e']}
2018-03-13,FOX Shows,The X-Files,1993,4,3,Teliko,{'fox': ['eee501e5a8d4f64d7ffacc752beb2081']}
2018-03-13,FOX Shows,The X-Files,1993,4,2,Home,{'fox': ['e301f6e8123df543108f3beffb1ec969']}
2018-03-13,FOX Shows,The X-Files,1993,4,1,Herrenvolk,{'fox': ['6881be479e8cb526d702346be9e7e5b6']}
2018-03-13,FOX Shows,The X-Files,1993,3,24,Talitha Cumi,{'fox': ['3593bfbc3af6ae78ca074c2b3ef9da7c']}
2018-03-13,FOX Shows,The X-Files,1993,3,23,Wetwired,{'fox': ['050ed70416d3c80fdb2171b8c9cadb75']}
2018-03-13,FOX Shows,The X-Files,1993,3,22,Quagmire,{'fox': ['73476ef9e0172cd8d1a56279dd5f5be2']}
2018-03-13,FOX Shows,The X-Files,1993,3,21,Avatar,{'fox': ['90a8cdc0b5ea3adb29d09508f5817518']}
2018-03-13,FOX Shows,The X-Files,1993,3,20,Jose Chung's From Outer Space,{'fox': ['83a5ce5e6fc897ffd74c186872656600']}
2018-03-13,FOX Shows,The X-Files,1993,3,19,Hell Money,{'fox': ['076ca5857a7f65f06a08e8cdc203c5a9']}
2018-03-13,FOX Shows,The X-Files,1993,3,18,Teso Dos Bichos,{'fox': ['269ee4725e688e27ef04ac2f869aa35d']}
2018-03-13,FOX Shows,The X-Files,1993,3,17,Pusher,{'fox': ['ed8e96ea7d75707d525ae0b50d62c3d8']}
2018-03-13,FOX Shows,The X-Files,1993,3,16,Apocrypha,{'fox': ['572b24edacade541ae61c746123c0d2b']}
2018-03-13,FOX Shows,The X-Files,1993,3,15,Piper Maru,{'fox': ['1327c4536d5c162e088d82d066556bcf']}
2018-03-13,FOX Shows,The X-Files,1993,3,14,Grotesque,{'fox': ['62728e92189e8ebdb29d1f2707734031']}
2018-03-13,FOX Shows,The X-Files,1993,3,13,Syzygy,{'fox': ['e239001361c730f50e9dceec2d5ad734']}
2018-03-13,FOX Shows,The X-Files,1993,3,12,War of the Coprophages,{'fox': ['db462dff9ecf560630c6c973fd5bb905']}
2018-03-13,FOX Shows,The X-Files,1993,3,11,Revelations,{'fox': ['6a1568e287ae3944590524ddefcaefb7']}
2018-03-13,FOX Shows,The X-Files,1993,3,10,731,{'fox': ['77013c82fc9e25fe5650abed55d890b7']}
2018-03-13,FOX Shows,The X-Files,1993,3,9,Nisei,{'fox': ['951cdad7d54bb0a388459c8aa7534166']}
2018-03-13,FOX Shows,The X-Files,1993,3,8,Oubliette,{'fox': ['19dcc4aed7fe1eef45af6522e4eff399']}
2018-03-13,FOX Shows,The X-Files,1993,3,7,The Walk,{'fox': ['38c8ea28a670277c1b9ef841b9a2dda8']}
2018-03-13,FOX Shows,The X-Files,1993,3,6,2 Shy,{'fox': ['ccad148b1f50ae5935ec76a11e8bcf72']}
2018-03-13,FOX Shows,The X-Files,1993,3,5,The List,{'fox': ['926c2231509abcaba75fd98bb4da8a59']}
2018-03-13,FOX Shows,The X-Files,1993,3,4,Clyde Bruckman's Final Repose,{'fox': ['4c80ade4ad0356af4c46e392c2c10213']}
2018-03-13,FOX Shows,The X-Files,1993,3,3,D.P.O,{'fox': ['3fff8bd86a1735020c6e7b12251c4537']}
2018-03-13,FOX Shows,The X-Files,1993,3,2,Paper Clip,{'fox': ['9fcb6077ce3f3646b08209664b0ef1e4']}
2018-03-13,FOX Shows,The X-Files,1993,3,1,The Blessing Way,{'fox': ['4fb6ea9b6f388a25f71fc93cb7c8bd68']}
2018-03-13,FOX Shows,The X-Files,1993,2,25,Anasazi,{'fox': ['6ccf9faf9de63e1cb956fe48a53f5b8b']}
2018-03-13,FOX Shows,The X-Files,1993,2,24,Our Town,{'fox': ['89714ec6a8cf2739a6bb5ce067195c76']}
2018-03-13,FOX Shows,The X-Files,1993,2,23,Soft Light,{'fox': ['7c9a5b01519712e0e515d0fbf690dcb1']}
2018-03-13,FOX Shows,The X-Files,1993,2,22,F. Emasculata,{'fox': ['66fa8243aa92aa9b05af6e17cafe016c']}
2018-03-13,FOX Shows,The X-Files,1993,2,21,The Calusari,{'fox': ['39d48cbed09d25ff07f5a9c80a4cd036']}
2018-03-13,FOX Shows,The X-Files,1993,2,20,Humbug,{'fox': ['80cc95face339df7a2af43c19ca4fcef']}
2018-03-13,FOX Shows,The X-Files,1993,2,19,Dod Kalm,{'fox': ['0cd07cab15b388e7d428ac1d63dbb2d9']}
2018-03-13,FOX Shows,The X-Files,1993,2,18,Fearful Symmetry,{'fox': ['a904d62a342103e74031d8ecc383efcc']}
2018-03-13,FOX Shows,The X-Files,1993,2,17,End Game,{'fox': ['58dec4104cc1e71142b0701aaf2563b9']}
2018-03-13,FOX Shows,The X-Files,1993,2,16,Colony,{'fox': ['066373849d59d97001229b78c93577b2']}
2018-03-13,FOX Shows,The X-Files,1993,2,15,Fresh Bones,{'fox': ['436314a208240751d632190e8467ff74']}
2018-03-13,FOX Shows,The X-Files,1993,2,14,Die Hand Die Verletzt,{'fox': ['4a0f6edac0606f795fc0576e0049e901']}
2018-03-13,FOX Shows,The X-Files,1993,2,13,Irresistible,{'fox': ['8dc3f22f18276b54ca34e1476d2dc4fc']}
2018-03-13,FOX Shows,The X-Files,1993,2,12,Aubrey,{'fox': ['0289895717bd6ff8f9809eead71e111e']}
2018-03-13,FOX Shows,The X-Files,1993,2,11,Excelsis Dei,{'fox': ['d4525f253550ce85919177e3242f2dd7']}
2018-03-13,FOX Shows,The X-Files,1993,2,10,Red Museum,{'fox': ['b45d390066016858507ef8f082aa2679']}
2018-03-13,FOX Shows,The X-Files,1993,2,9,Firewalker,{'fox': ['bb4abb18af4dd6e11172866df9c893a3']}
2018-03-13,FOX Shows,The X-Files,1993,2,8,One Breath,{'fox': ['d410eefd06acc46e15c2b09e1ef34d1f']}
2018-03-13,FOX Shows,The X-Files,1993,2,7,3,{'fox': ['a92ace20863bf06d551e7e12097b0b24']}
2018-03-13,FOX Shows,The X-Files,1993,2,6,Ascension,{'fox': ['466375528d91799c6466fe0ccb565d1d']}
2018-03-13,FOX Shows,The X-Files,1993,2,5,Duane Barry,{'fox': ['f675177a6283c4bca3b6c60c4a149aba']}
2018-03-13,FOX Shows,The X-Files,1993,2,4,Sleepless,{'fox': ['58dc93d8bdf6db6b0ed795226e2e30f7']}
2018-03-13,FOX Shows,The X-Files,1993,2,3,Blood,{'fox': ['e796ac7c81d010df424632cf2a17ec09']}
2018-03-13,FOX Shows,The X-Files,1993,2,2,The Host,{'fox': ['c8e9f009161cb9ca38aa3c15c033e19f']}
2018-03-13,FOX Shows,The X-Files,1993,2,1,Little Green Men,{'fox': ['bb8d2a272d91e2a81614b7853e8d0662']}
2018-03-13,FOX Shows,The X-Files,1993,1,24,The Erlenmeyer Flask,{'fox': ['af3469f8a46ad2525da67bdab1201451']}
2018-03-13,FOX Shows,The X-Files,1993,1,23,Roland,{'fox': ['d80fe5c50d64003e8b6860230f00da5c']}
2018-03-13,FOX Shows,The X-Files,1993,1,22,Born Again,{'fox': ['1d6bc1a3d4d0e4fa0a54ef88969cc976']}
2018-03-13,FOX Shows,The X-Files,1993,1,21,Tooms,{'fox': ['93ac5124ac1a24f7d25ea553c9a81429']}
2018-03-13,FOX Shows,The X-Files,1993,1,20,Darkness Falls,{'fox': ['071bb7e5642a4ed42f0f40255046cdba']}
2018-03-13,FOX Shows,The X-Files,1993,1,19,Shapes,{'fox': ['9e450923dfa349d6d6a06fec0b01f29a']}
2018-03-13,FOX Shows,The X-Files,1993,1,18,Miracle Man,{'fox': ['d8b0d6174a6776bf4fb5560ea88625a7']}
2018-03-13,FOX Shows,The X-Files,1993,1,17,E.B.E.,{'fox': ['4d69c404e9467f46f4b22d8820eb28a5']}
2018-03-13,FOX Shows,The X-Files,1993,1,16,Young at Heart,{'fox': ['97f51ca7e2eda85ff73acd2ddea2d97f']}
2018-03-13,FOX Shows,The X-Files,1993,1,15,Lazarus,{'fox': ['52d0139ad487ba48388c8580b7715784']}
2018-03-13,FOX Shows,The X-Files,1993,1,14,Gender Bender,{'fox': ['e33b2cda52eb87bebf1c000e0a82f4d6']}
2018-03-13,FOX Shows,The X-Files,1993,1,13,Beyond the Sea,{'fox': ['68bb4a67c4acfef51cf042fce52b7c96']}
2018-03-13,FOX Shows,The X-Files,1993,1,12,Fire,{'fox': ['6ef79ee9f59599341742380f33227c04']}
2018-03-13,FOX Shows,The X-Files,1993,1,11,Eve,{'fox': ['8270badbb6a813f871f84bd07b78bbc1']}
2018-03-13,FOX Shows,The X-Files,1993,1,10,Fallen Angel,{'fox': ['df09e8a8044cbef1c408fbf1b2449db9']}
2018-03-13,FOX Shows,The X-Files,1993,1,9,Space,{'fox': ['b14e67176518313628501c188c1497a9']}
2018-03-13,FOX Shows,The X-Files,1993,1,8,Ice,{'fox': ['5e43515c6cc6dad1b7b57a221a63fc81']}
2018-03-13,FOX Shows,The X-Files,1993,1,7,Ghost in the Machine,{'fox': ['54e683bc395ddebe32f7d21ec0ad1baa']}
2018-03-13,FOX Shows,The X-Files,1993,1,6,Shadows,{'fox': ['06d9429654a1b3c1c7c1b01c92a8a08c']}
2018-03-13,FOX Shows,The X-Files,1993,1,5,The Jersey Devil,{'fox': ['cf2fdd0c4d1845a1c46021c072e5a717']}
2018-03-13,FOX Shows,The X-Files,1993,1,4,Conduit,{'fox': ['95cb749e58b3a71fd6e8a8743c05bd43']}
2018-03-13,FOX Shows,The X-Files,1993,1,3,Squeeze,{'fox': ['2d91e84ae4b11ab5dc3e13ad9c390aa4']}
2018-03-13,FOX Shows,The X-Files,1993,1,2,Deep Throat,{'fox': ['4562fef94f214e6dee2ba38af063b465']}
2018-03-13,FOX Shows,The X-Files,1993,1,1,Pilot,{'fox': ['27021425e718c68fe3c85724248bc215']}
2018-03-13,FOX Shows,Baskets,2016,3,7,Women's Conference,{'fox': ['89f5d6d538b1a1af99012750da877763']}
2018-03-13,FOX Shows,Baskets,2016,3,6,Thanksgiving,{'fox': ['af8367b1ddabe127efe59083f005dbb0']}
2018-03-13,FOX Shows,Baskets,2016,3,5,Sweat Equity,{'fox': ['9cd94185e441afd260edc0b6fb6da563']}
2018-03-13,FOX Shows,Baskets,2016,3,4,A Night at the Opera,{'fox': ['4991fb8ed969732b8a885d5d8e3dc09d']}
2018-03-13,FOX Shows,Baskets,2016,3,3,Crash,{'fox': ['d01cbb45226886a0262361e1c121c68b']}
2018-03-13,FOX Shows,Baskets,2016,3,2,Finding Eddie,{'fox': ['088b6bc022e4e9af824c64203ffbcd1c']}
2018-03-13,FOX Shows,Baskets,2016,3,1,Wild Horses,{'fox': ['20d0f6a050d5670cb0ef029bbce70566']}
2018-03-13,FOX Shows,The Mick,2017,2,16,The Accident,{'fox': ['a10a2d933255f29b6928c1dd0dbe9347']}
2018-03-13,FOX Shows,The Mick,2017,2,15,The Juice,{'fox': ['a4598be1d56851334f6a709e39439227']}
2018-03-13,FOX Shows,The Mick,2017,2,14,The Church,{'fox': ['df938b9850773a9c0ea36a6dfbbd372b']}
2018-03-13,FOX Shows,The Mick,2017,2,13,The Dump,{'fox': ['83cf8176812ca1ab4519c2816ff5e17a']}
2018-03-13,FOX Shows,The Mick,2017,2,12,The City,{'fox': ['fbaf4ca6dfb074aa0d734f9f952ff7f8']}
2018-03-13,FOX Shows,The Mick,2017,2,11,The Trip,{'fox': ['b615cd7ce0ba0bab42cc487c40121c8a']}
2018-03-13,FOX Shows,The Mick,2017,2,10,The Climb,{'fox': ['8e297418b608b7c64c78be963b3dcff4']}
2018-03-13,FOX Shows,The Mick,2017,2,9,The Divorce,{'fox': ['6f128f5d9ce063e8193cff88275c3fbd']}
2018-03-13,FOX Shows,The Mick,2017,2,8,The Teacher,{'fox': ['0912100cc4d7779b7149acf9c42054d5']}
2018-03-13,FOX Shows,The Mick,2017,2,7,The Homecoming,{'fox': ['949f2d5d6b707b1f92f477196d0d3fb6']}
2018-03-13,FOX Shows,The Mick,2017,2,6,The Matriarch,{'fox': ['3bd13e633c524e1c8e198ff8e9ff9249']}
2018-03-13,FOX Shows,The Mick,2017,2,5,The Invention,{'fox': ['6df625fad6bfd456f3f8059200db8f80']}
2018-03-13,FOX Shows,The Mick,2017,2,4,The Haunted House,{'fox': ['cb67f8c7a7533885ba58b6f8c3efefed']}
2018-03-13,FOX Shows,The Mick,2017,2,3,The Visit,{'fox': ['4880c22c6c9d15859216839eca06b537']}
2018-03-13,FOX Shows,The Mick,2017,2,2,The Friend,{'fox': ['1acae96e922460a27bd53a1b76f1ce5b']}
2018-03-13,FOX Shows,The Mick,2017,2,1,The Hotel,{'fox': ['09a4add2f851f1d2767b3d231daff0bf']}
2018-03-13,FOX Shows,LA To Vegas,2018,1,7,Things to Do in Vegas When You're Grounded,{'fox': ['76b6d792a96b908b620d576c2bac390e']}
2018-03-13,FOX Shows,LA To Vegas,2018,1,6,#PilotFight,{'fox': ['5a2cde2fb1b7b348381cba34d8506060']}
2018-03-13,FOX Shows,LA To Vegas,2018,1,5,The Fellowship of the Bear,{'fox': ['2dc7bcf27ee717c5ed448f5fc69f8f6c']}
2018-03-13,FOX Shows,LA To Vegas,2018,1,4,The Affair,{'fox': ['c252a487a9c753395e6ab724a64d835e']}
2018-03-13,FOX Shows,LA To Vegas,2018,1,3,Two and a Half Pilots,{'fox': ['187bd5b7db80d455066b6c505b38a558']}
2018-03-13,FOX Shows,LA To Vegas,2018,1,2,The Yips and the Dead,{'fox': ['7414d0bfcbbf0c895884b8e03b6df3ed']}
2018-03-13,FOX Shows,LA To Vegas,2018,1,1,Pilot,{'fox': ['41a57f6ff0ad7f54adf585842dedbed1']}
2018-03-13,FOX Shows,Life Below Zero: Ice Breakers,2015,10,8,Waters Edge,{'fox': ['64e4e5678c98026fa4ea13633f428e29']}
2018-03-13,FOX Shows,Life Below Zero: Ice Breakers,2015,10,7,The Hunted,{'fox': ['7cc0729f7a4ea57ffae93f33b6b6ad95']}
2018-03-13,FOX Shows,Life Below Zero: Ice Breakers,2015,10,6,The Tipping Point,{'fox': ['e8a9ff63eaed3a634762348e7c3c6587']}
2018-03-13,FOX Shows,Life Below Zero: Ice Breakers,2015,10,5,Gamechangers,{'fox': ['7cc2ebe5aa3b5a8d274757414c2850d2']}
2018-03-13,FOX Shows,Life Below Zero: Ice Breakers,2015,10,4,The King Fisher,{'fox': ['0f14108dcc51e0c94e8b1f5dbd2c5047']}
2018-03-13,FOX Shows,Life Below Zero: Ice Breakers,2015,10,3,Fear No More,{'fox': ['ad1a6a39dde3fa9df93001674cbfa63b']}
2018-03-13,FOX Shows,Life Below Zero: Ice Breakers,2015,10,2,Expanding Horizons,{'fox': ['b9bac7fd2713329a65241618c4f8e404']}
