The Guardian,0,The Guardian - The Daughter Father Dance, 3,4,{'nbc': ['O_gCI1fvYxOveGWsuFp9RUvBnKNa9yek']}
The Guardian,0,The Guardian - Shame, 3,5,{'nbc': ['nG4br6f1TdDgMaI84RHtMPIjEzwg8aVH']}
The Guardian,0,The Guardian - Let's Spend The Night Together, 3,6,{'nbc': ['o5c7ctlJ6DW79pZldQm_02Snz_Dmr1zS']}
The Guardian,0,The Guardian - Hazel Park, 3,7,{'nbc': ['x3xmkKff_6QQuVdTkeAWK9_tHEECsvp0']}
The Guardian,0,The Guardian -  Believe, 3,8,{'nbc': ['CeTk9_v6ItccJcGpVgml9rDWbRETupK1']}
The Guardian,0,The Guardian - Let God Sort 'Em Out, 3,9,{'nbc': ['bS37nMu_FFaZ3UKpf_MuAWl2cN0xX8ln']}
The Guardian,0,The Guardian - Swimming, 3,10,{'nbc': ['47XkYSh81_SlvH_mUov1AEQpsK_AKgXP']}
The Guardian,0,The Guardian - Legacy, 3,11,{'nbc': ['q7_bXQGa929Nas6p_KyUICsh78WC4hWg']}
The Guardian,0,The Guardian - Beautiful Blue Mystic, 3,12,{'nbc': ['WLjaQGmc1ZjvBNyUvyxD57zaZrT1bL7A']}
The Guardian,0,The Guardian - Remember, 3,19,{'nbc': ['krE5n5MhWiNicCkgYuILw5Ic79cXs_c6']}
The Guardian,0,The Guardian - The Vote, 3,20,{'nbc': ['M5gCE_dI87WHv3ha1_Sf3zxEdDI1DWb4']}
Let's Make a Deal,0,Let's Make A Deal - 3/6/2018, 9,114,{'nbc': ['gVMcK6506s1aNOEQ5bwlxiEtkfVHS0w2']}
Let's Make a Deal,0,Let's Make A Deal - 3/5/2018, 9,113,{'nbc': ['jJzBnTdIDRLpKvcNSmNO2Nxu_MSLnEaG']}
Let's Make a Deal,0,Let's Make A Deal - 3/2/2018, 9,112,{'nbc': ['CJbtHSQnYsQFeVFE2HE7GPphKLC5UIq8']}
Let's Make a Deal,0,Let's Make A Deal - 3/1/2018, 9,111,{'nbc': ['vDNHk8eP_yvjHQ_r_HLEosMBT_RM0_tr']}
Let's Make a Deal,0,Let's Make A Deal - 2/28/2018, 9,110,{'nbc': ['Y2ZMcKC3MmmgvPoSPu4v8Z1fiqgoKhwe']}
Let's Make a Deal,0,Let's Make A Deal - 2/27/2018, 9,109,{'nbc': ['qksC2AruUdSnDCmD2MUjC3HgwugAXy8q']}
Let's Make a Deal,0,Let's Make A Deal - 2/26/2018, 9,108,{'nbc': ['orOWQceWh1c56ey2cXvsB1QEIjRah5yb']}
Let's Make a Deal,0,Let's Make A Deal - 2/23/2018, 9,107,{'nbc': ['or194JZBMVMwDkSxAGn8SXi_OlWhWpqj']}
Let's Make a Deal,0,Let's Make A Deal - 2/22/2018, 9,106,{'nbc': ['088HZ3LlyfYldTzO3ZBp68DaXzlTKi01']}
Let's Make a Deal,0,Let's Make A Deal - 2/21/2018, 9,105,{'nbc': ['t7VUl87itgdM4jbvwmC615fNOLLM_ddQ']}
Let's Make a Deal,0,Let's Make A Deal - 2/20/2018, 9,104,{'nbc': ['2dVkDgYvbCswYN_JsYiDKFgKYYLWG8LF']}
Let's Make a Deal,0,Let's Make A Deal - 2/19/2018, 9,103,{'nbc': ['j1ngCbFMKb1sBKWzdXmWUPWL40_CWS9R']}
Let's Make a Deal,0,Let's Make A Deal - 2/8/2018, 9,96,{'nbc': ['eBHzor9Nc5fZa3tSd8bzUQ9RAcYskG_t']}
Let's Make a Deal,0,Let's Make A Deal - 2/7/2018, 9,95,{'nbc': ['iPbN1VVwxHqoCDvZh3NuGWu2leK8uRXg']}
"Me, Myself & I",0,New Job ,1,6,{'nbc': ['_24ULk4SAbAcUkZ9ALKtnlztTeVQv92r']}
"Me, Myself & I",0,Family Tree ,1,5,{'nbc': ['QFQ4XfxVucBPLKI_VZxELb75GzljiMX7']}
"Me, Myself & I",0,tar Wars ,1,4,{'nbc': ['oQ6J_dTPXdTDsBqZciwkctaqrMexx7xz']}
"Me, Myself & I",0,The Card ,1,3,{'nbc': ['M1BYhtKjKXGeqnup6oV9B3P3kZSSeV3B']}
"Me, Myself & I",0,tep ,1,2,{'nbc': ['jkbmYvK4d2y8i_fOCdN0h7gpTvhi3plX']}
"Me, Myself & I",0,Pilot ,1,1,{'nbc': ['6B3E34B9-0866-C887-A081-ABB3F77055BD']}
Mission Impossible,0,Mission Impossible - Pilot, 1,1,{'nbc': ['8JmLTX9AggwzAJOQY8fBJE46s0uyrTTs']}
Mission Impossible,0,Mission Impossible - Memory, 1,2,{'nbc': ['7pGQXpEZqwgHiWIi9X9j8XT9i4D4Pmpb']}
Mission Impossible,0,Mission Impossible - Operation Rogosh, 1,3,{'nbc': ['TlefQYgJArqWNaDfj6knQkXDTPmNixkC']}
Mission Impossible,0,Mission Impossible - Old Man Out pt. 1, 1,4,{'nbc': ['jPgL5YxPBZgsEP61afNVEcXtMIsTSrgg']}
Mission Impossible,0,Mission Impossible - Old Man Out pt. 2, 1,5,{'nbc': ['8HiDY4vJsd2qB7fnudjpM_vvK2DunPx_']}
Mission Impossible,0,Mission Impossible - Odds On Evil, 1,6,{'nbc': ['5DM6AsY8xIe85QF9wmvclxaaSryvDLWp']}
Mission Impossible,0,Mission Impossible - Wheels, 1,7,{'nbc': ['5LXVNeTFrdj_G9lORjVTDBKfC3n0ZfCs']}
Mission Impossible,0,Mission Impossible - The Ransom, 1,8,{'nbc': ['PFo6_1N8txN3v1G7KD1acW5nD8gHGbLq']}
Mission Impossible,0,Mission Impossible - A Spoon There Was, 1,9,{'nbc': ['JEdJSeNzeoAo12zFInPrILD0dHV38qJH']}
Mission Impossible,0,Mission Impossible - The Carriers, 1,10,{'nbc': ['2PqaovURNC1_WcWIihQ7Kr5Z14GIHiB_']}
Mission Impossible,0,Mission Impossible - Zubrovnik's Ghost, 1,11,{'nbc': ['XSVUeC5g6fSAJZ1OuYdKWKXkONWPe4n8']}
Mission Impossible,0,Mission Impossible - Fakeout, 1,12,{'nbc': ['Iy7XUqhgQMAsIT1DY1crLUJAI4IQ8sQO']}
