2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,10,6,Minneapolis City Qualifiers,{'nbc': ['3756570']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,10,5,Philadelphia City Qualifiers,{'nbc': ['3749242']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,10,4,Indianapolis City Qualifiers,{'nbc': ['3745744']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,10,3,Miami City Qualifiers,{'nbc': ['3743783']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,10,2,Los Angeles City Qualifiers,{'nbc': ['3737166']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,10,1,Dallas City Qualifiers,{'nbc': ['3735676']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,10,0,Red Nose Day: Celebrity Ninja Warrior,{'nbc': ['3726703']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,9,17,All-Stars Special,{'nbc': ['3720361']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,9,16,USA vs. the World,{'nbc': ['3677495']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,9,15,Las Vegas Season Finale,{'nbc': ['3584392']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,9,14,Las Vegas - Finals Night 2,{'nbc': ['3580574']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,9,13,Las Vegas - Finals Night 1,{'nbc': ['3576375']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,9,12,Denver City Finals,{'nbc': ['3573860']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,9,11,Kansas City City Finals,{'nbc': ['3565687']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,9,10,Cleveland City Finals,{'nbc': ['3565689']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,9,9,Daytona Beach City Finals,{'nbc': ['3557792']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,9,8,San Antonio City Finals,{'nbc': ['3559490']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,9,7,Los Angeles City Finals,{'nbc': ['3554213']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,9,6,Denver Qualifiers,{'nbc': ['3549520']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,8,15,USA vs. the World,{'nbc': ['3524206']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,8,14,All Stars,{'nbc': ['3471056']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,8,13,National Finals Week 3,{'nbc': ['3096739']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,8,12,National Finals Week 2,{'nbc': ['3092087']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,8,11,National Finals Week 1,{'nbc': ['3087929']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,8,10,Philadelphia Finals,{'nbc': ['3086377']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,8,9,Oklahoma City Finals,{'nbc': ['3073893']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,8,8,Indianapolis Finals,{'nbc': ['3071053']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,8,7,Atlanta Finals,{'nbc': ['3068121']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,8,6,Los Angeles Finals,{'nbc': ['3057239']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,8,5,Philadelphia Qualifier,{'nbc': ['3056777']}
2018-07-20,NBC Shows,AMERICAN NINJA WARRIOR,Song,8,4,Oklahoma City Qualifier,{'nbc': ['3053721']}
2018-07-20,NBC Shows,AVERAGE JOE,2003,1,1,Series Premiere,{'nbc': ['2799912']}
2018-07-20,NBC Shows,AVERAGE JOE,2003,1,2,Episode 2,{'nbc': ['2799913']}
2018-07-20,NBC Shows,AVERAGE JOE,2003,1,3,Episode 3,{'nbc': ['2799914']}
2018-07-20,NBC Shows,AVERAGE JOE,2003,1,4,Episode 4,{'nbc': ['2799915']}
2018-07-20,NBC Shows,AVERAGE JOE,2003,1,5,Episode 5,{'nbc': ['2799916']}
2018-07-20,NBC Shows,AVERAGE JOE,2003,1,7,Episode 107,{'nbc': ['3649234']}
2018-07-20,NBC Shows,AVERAGE JOE,2003,1,6,Season Finale,{'nbc': ['2799917']}
2018-07-20,NBC Shows,AVERAGE JOE,2003,2,1,Episode 201,{'nbc': ['2802548']}
2018-07-20,NBC Shows,AVERAGE JOE,2003,2,2,Episode 202,{'nbc': ['2802549']}
2018-07-20,NBC Shows,AVERAGE JOE,2003,2,3,Episode 203,{'nbc': ['2802550']}
2018-07-20,NBC Shows,AVERAGE JOE,2003,2,4,Episode 204,{'nbc': ['2802551']}
2018-07-20,NBC Shows,AVERAGE JOE,2003,2,6,Episode 206,{'nbc': ['2802553']}
2018-07-20,NBC Shows,AVERAGE JOE,2003,2,5,Episode 205,{'nbc': ['2802552']}
2018-07-20,NBC Shows,AVERAGE JOE,2003,2,7,Episode 207,{'nbc': ['2802554']}
2018-07-20,NBC Shows,AVERAGE JOE,2003,2,8,Episode 208,{'nbc': ['2802555']}
2018-07-20,NBC Shows,AVERAGE JOE,2003,2,9,Episode 209,{'nbc': ['2802556']}
2018-07-20,NBC Shows,AVERAGE JOE,2003,3,1,Episode 301,{'nbc': ['2803213']}
2018-07-20,NBC Shows,AVERAGE JOE,2003,3,2,Episode 302,{'nbc': ['2803214']}
2018-07-20,NBC Shows,AVERAGE JOE,2003,3,3,Episode 303,{'nbc': ['2803215']}
2018-07-20,NBC Shows,AVERAGE JOE,2003,3,4,Episode 304,{'nbc': ['2803216']}
2018-07-20,NBC Shows,AVERAGE JOE,2003,4,1,Episode 401,{'nbc': ['2803270']}
2018-07-20,NBC Shows,AVERAGE JOE,2003,4,2,Episode 402,{'nbc': ['2803271']}
2018-07-20,NBC Shows,AVERAGE JOE,2003,4,3,Episode 403,{'nbc': ['2803273']}
2018-07-20,NBC Shows,AVERAGE JOE,2003,4,4,Episode 404,{'nbc': ['2803274']}
2018-07-20,NBC Shows,AVERAGE JOE,2003,4,5,Episode 405,{'nbc': ['2803275']}
2018-07-20,NBC Shows,AVERAGE JOE,2003,4,6,Episode 406,{'nbc': ['2803276']}
2018-07-20,NBC Shows,BATTLESTAR GALACTICA,012),1,2,"Battlestar Galactica, Part Two",{'nbc': ['n3539']}
2018-07-20,NBC Shows,BATTLESTAR GALACTICA,012),1,1,"Battlestar Galactica, Part One",{'nbc': ['n3538']}
2018-07-20,NBC Shows,BATTLESTAR GALACTICA,012),1,3,"Battlestar Galactica, Part Three",{'nbc': ['n3540']}
2018-07-20,NBC Shows,BATTLESTAR GALACTICA,012),1,4,Lost Planet of the Gods - Part 1,{'nbc': ['n3541']}
2018-07-20,NBC Shows,BATTLESTAR GALACTICA,012),1,5,Lost Planet of the Gods - Part Two,{'nbc': ['n3542']}
2018-07-20,NBC Shows,BATTLESTAR GALACTICA,012),1,6,The Lost Warrior,{'nbc': ['n3543']}
2018-07-20,NBC Shows,BATTLESTAR GALACTICA,012),1,7,The Long Patrol,{'nbc': ['n3544']}
2018-07-20,NBC Shows,BATTLESTAR GALACTICA,012),1,8,The Gun On Ice Planet Zero - Part One,{'nbc': ['n3545']}
2018-07-20,NBC Shows,BATTLESTAR GALACTICA,012),1,9,The Gun on Ice Planet Zero - Part Two,{'nbc': ['n3546']}
2018-07-20,NBC Shows,BATTLESTAR GALACTICA,012),1,10,The Magnificent Warriors,{'nbc': ['n3547']}
2018-07-20,NBC Shows,BATTLESTAR GALACTICA,012),1,11,The Young Lords,{'nbc': ['n3548']}
2018-07-20,NBC Shows,BATTLESTAR GALACTICA,012),1,12,"The Living Legend, Part One",{'nbc': ['n3549']}
2018-07-20,NBC Shows,BATTLESTAR GALACTICA,012),1,13,"The Living Legend, Part Two",{'nbc': ['n3550']}
2018-07-20,NBC Shows,BATTLESTAR GALACTICA,012),1,14,Fire In Space,{'nbc': ['n3551']}
2018-07-20,NBC Shows,BATTLESTAR GALACTICA,012),1,15,"War of the Gods, Part One",{'nbc': ['n3552']}
2018-07-20,NBC Shows,BATTLESTAR GALACTICA,012),1,16,"War of the Gods, Part Two",{'nbc': ['n3553']}
2018-07-20,NBC Shows,BATTLESTAR GALACTICA,012),1,17,The Man With Nine Lives,{'nbc': ['n3554']}
2018-07-20,NBC Shows,BATTLESTAR GALACTICA,012),1,18,Murder On The Rising Star,{'nbc': ['n3555']}
2018-07-20,NBC Shows,BATTLESTAR GALACTICA,012),1,19,"Greetings From Earth, Part One",{'nbc': ['n3556']}
2018-07-20,NBC Shows,BATTLESTAR GALACTICA,012),1,20,"Greetings From Earth, Part Two",{'nbc': ['n3557']}
2018-07-20,NBC Shows,BATTLESTAR GALACTICA,012),1,21,Baltar's Escape,{'nbc': ['n3558']}
2018-07-20,NBC Shows,BATTLESTAR GALACTICA,012),1,22,Experiment In Terra,{'nbc': ['n3559']}
2018-07-20,NBC Shows,BATTLESTAR GALACTICA,012),1,23,Take The Celestra,{'nbc': ['n3560']}
2018-07-20,NBC Shows,BATTLESTAR GALACTICA,012),1,24,The Hand Of God,{'nbc': ['n3561']}
2018-07-20,NBC Shows,BETTER LATE THAN NEVER,2016,2,8,To the Sahara and Back,{'nbc': ['3661898']}
2018-07-20,NBC Shows,BETTER LATE THAN NEVER,2016,2,7,Moroccan Wishes and Camel Dreams,{'nbc': ['3656844']}
2018-07-20,NBC Shows,BETTER LATE THAN NEVER,2016,2,6,Matador Training,{'nbc': ['3652637']}
2018-07-20,NBC Shows,BETTER LATE THAN NEVER,2016,2,5,"If Terry's Not Naked, Who Is?",{'nbc': ['3649805']}
2018-07-20,NBC Shows,BETTER LATE THAN NEVER,2016,2,4,How Do You Say Roots in German?,{'nbc': ['3644494']}
2018-07-20,NBC Shows,BETTER LATE THAN NEVER,2016,2,3,I'm King of the Castle,{'nbc': ['3642974']}
2018-07-20,NBC Shows,BETTER LATE THAN NEVER,2016,2,2,I'm a Viking!,{'nbc': ['3642973']}
2018-07-20,NBC Shows,BETTER LATE THAN NEVER,2016,2,1,Munich,{'nbc': ['3632174']}
2018-07-20,NBC Shows,BETTER LATE THAN NEVER,2016,1,4,A Thai Goodbye,{'nbc': ['3096770']}
2018-07-20,NBC Shows,BETTER LATE THAN NEVER,2016,1,3,Seoul Brothers,{'nbc': ['3092088']}
2018-07-20,NBC Shows,BETTER LATE THAN NEVER,2016,1,2,"Kyoto and Hong Kong: Less Talky, More Sake",{'nbc': ['3087948']}
2018-07-20,NBC Shows,BETTER LATE THAN NEVER,2016,1,1,Welcome to Tokyo,{'nbc': ['3085187']}
2018-07-20,NBC Shows,THE BLACK DONNELLYS,2007,1,1,The Black Donnellys Pilot,{'nbc': ['2907640']}
2018-07-20,NBC Shows,THE BLACK DONNELLYS,2007,1,2,A Stone of the Heart,{'nbc': ['2907641']}
2018-07-20,NBC Shows,THE BLACK DONNELLYS,2007,1,3,God Is a Comedian Playing...,{'nbc': ['2907642']}
2018-07-20,NBC Shows,THE BLACK DONNELLYS,2007,1,4,The World Will Break Your Heart,{'nbc': ['2907643']}
2018-07-20,NBC Shows,THE BLACK DONNELLYS,2007,1,5,Lies,{'nbc': ['2907644']}
2018-07-20,NBC Shows,THE BLACK DONNELLYS,2007,1,6,Run Like Hell,{'nbc': ['2907645']}
2018-07-20,NBC Shows,THE BLACK DONNELLYS,2007,1,7,The Only Thing Sure,{'nbc': ['2907646']}
2018-07-20,NBC Shows,THE BLACK DONNELLYS,2007,1,8,In Each One a Savior,{'nbc': ['2907647']}
2018-07-20,NBC Shows,THE BLACK DONNELLYS,2007,1,9,All of Us Are in the Gutter,{'nbc': ['2907648']}
2018-07-20,NBC Shows,THE BLACK DONNELLYS,2007,1,10,When the Door Opens,{'nbc': ['2907649']}
2018-07-20,NBC Shows,THE BLACK DONNELLYS,2007,1,11,Wasn't That Enough?,{'nbc': ['2907650']}
2018-07-20,NBC Shows,THE BLACK DONNELLYS,2007,1,12,The Black Drop,{'nbc': ['2907651']}
2018-07-20,NBC Shows,THE BLACK DONNELLYS,2007,1,13,Easy Is the Way,{'nbc': ['2907652']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,5,22,Sutton Ross (#17),{'nbc': ['3720358']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,5,21,Lawrence Dean Devlin (#26),{'nbc': ['3715109']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,5,20,Nicholas T. Moore (#110),{'nbc': ['3710754']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,5,19,Ian Garvey (#13): Conclusion,{'nbc': ['3707730']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,5,18,Zarak Mosadek,{'nbc': ['3695543']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,5,17,Anna-Gracia Duerte,{'nbc': ['3692618']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,5,16,The Capricorn Killer,{'nbc': ['3680168']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,5,15,Pattie Sue Edwards,{'nbc': ['3675818']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,5,14,Mr. Raleigh Sinclair III,{'nbc': ['3673015']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,5,13,The Invisible Hand,{'nbc': ['3661903']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,5,12,The Cook,{'nbc': ['3657083']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,5,11,Abraham Stern,{'nbc': ['3649712']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,5,10,The Informant,{'nbc': ['3644496']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,5,9,Ruin,{'nbc': ['3643110']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,5,8,Ian Garvey,{'nbc': ['3617720']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,5,7,The Kilgannon Corporation,{'nbc': ['3616048']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,5,6,The Travel Agency,{'nbc': ['3609094']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,5,5,Ilyas Surkov,{'nbc': ['3604158']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,5,4,The Endling,{'nbc': ['3599774']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,5,3,Miss Rebecca Thrall,{'nbc': ['3596754']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,5,2,Greyson Blaise,{'nbc': ['3592785']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,5,1,Smokey Putnum,{'nbc': ['3589205']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,4,22,Mr. Kaplan: Conclusion,{'nbc': ['3517521']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,4,21,Mr. Kaplan,{'nbc': ['3517514']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,4,20,The Debt Collector,{'nbc': ['3512857']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,4,19,Dr. Bogdan Krilov,{'nbc': ['3509709']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,4,18,Philomena,{'nbc': ['3504905']}
2018-07-20,NBC Shows,THE BLACKLIST,NBC,4,17,Requiem,{'nbc': ['3501303']}
